academic_index,math,science,english,logical,creativity,scientific,communication,leadership,label
0.5725588450304709,0.6435467909581223,0.656519441660422,0.4176103024728689,0.5418754026937174,0.605344706472859,0.7961532197014748,0.9693697652558695,0.651007430649973,Commerce
0.6422376580925815,0.4913270412030994,0.9583590869546288,0.4770268461200162,0.6511575518086699,0.7837384489348276,0.3776303907298587,0.3983855596834962,0.822183728676932,Arts
0.6723654767213963,0.9457095996860279,0.7440988263658482,0.32728800411231307,0.9431426538489198,0.6892550125865587,0.7663728286632772,0.6510338176656342,0.6276552153030338,PCM
0.8868261965024434,0.7977647516515136,0.9051010871682341,0.9576127506875829,0.6415926531588476,0.6511618516426612,0.958743203374788,0.5796946183456122,0.8172439438711623,PCB
0.6334141125151409,0.4874299104541542,0.9978113844662795,0.41500104262498894,0.5699641684428245,0.54206448029072,0.7180139204182279,0.44542761642194884,0.5271246345757067,PCB
0.7420038080744039,0.5653012342925661,0.7436465687543865,0.9170636211762593,0.30925946482801686,0.7164557347253497,0.9645859085984667,0.6215314469073536,0.8713128147297038,PCB
0.5540430995676163,0.5145639856100537,0.6359737854698804,0.5115915276229147,0.4679007449231345,0.4004726836559352,0.5493116021832474,0.38344898589075216,0.8630078406058121,Arts
0.727177760772976,0.4977604627762632,0.9368664304275278,0.7469063891151373,0.49158771728015105,0.9635884057485433,0.5052671076156074,0.9119243047299073,0.6045177623447462,Arts
0.4035742883940003,0.33321766571392397,0.35285760841215646,0.5246475910559202,0.5382841419971316,0.3092688856016333,0.581375250551063,0.6622184136186815,0.8701456416274596,Arts
0.4245414612913556,0.459075092914104,0.3937043787975621,0.4208449121624007,0.5030529100738178,0.3254940067241049,0.747373999306377,0.4851379792860968,0.9402235108658761,Arts
0.6016965001324937,0.5671035339757671,0.8790139241063659,0.3589720423153479,0.5740465747340434,0.9183493331356827,0.9837419728902355,0.3129124385448007,0.6799453808125225,PCB
0.6946948609765983,0.5795837660127507,0.7493811931147892,0.7551196238022546,0.7105902118217418,0.5104949571322723,0.3839930722246796,0.6600220425418266,0.569373631667329,Arts
0.6615451046189528,0.9733154307150349,0.6622462291368475,0.34907365400497586,0.330459394770202,0.9741443655411037,0.6637487717264801,0.3701080057098988,0.4065202380265889,Arts
0.7940689059898607,0.8050886704910218,0.6398939076924318,0.9372241397861285,0.9946006161187351,0.47995124388597865,0.8190151918412252,0.3439200275168901,0.7076215187947607,PCM
0.73288577971003,0.3664173215377939,0.9171132473117662,0.9151267702805297,0.46656621917196156,0.9601926287609992,0.9425439510965865,0.47995057032583055,0.6493135761335873,PCB
0.8334900443978212,0.651501379851916,0.8647468220609453,0.9842219312806022,0.9874962188885541,0.5699833533471717,0.8208493847068126,0.46113157589202125,0.5132629405358302,PCB
0.857475165609626,0.8870684777467677,0.7355652363792576,0.9497917827028526,0.5554355188137707,0.36097323812537263,0.9432420748671038,0.8342358341004781,0.6330417871461886,PCB
0.7632665938180739,0.875662833382566,0.9443079524180886,0.46982899565356706,0.375906111915134,0.8887173324700217,0.7874326694943604,0.598211303592525,0.8357212320505285,PCB
0.7860286261694075,0.9084824233111046,0.6471783915938815,0.8024250636032366,0.3635604865749119,0.6302601728241171,0.6327172756382999,0.7720359686965259,0.34163424846671103,Commerce
0.5233517973368587,0.5080507797520344,0.32485829286625767,0.7371463193922838,0.5970201757487765,0.5267803036585424,0.8369912375042752,0.9426948019862271,0.5484310635957883,Arts
0.8458393369165615,0.9646207006221841,0.8972089510365389,0.6756883590909617,0.5475188553100172,0.7164688451211673,0.4606015023113812,0.3506382045298546,0.6723437600844847,Arts
0.7508293164474757,0.6114207129959905,0.7989447106867862,0.8421225256596503,0.4836428984848008,0.9878153322321894,0.6176013309244721,0.3250881500252693,0.828117711303501,Arts
0.5343487057754128,0.6329511752260752,0.48754618218074586,0.48254875991941737,0.6282362736100496,0.6604085537244174,0.5253487805819373,0.7784888969907664,0.4562245338625126,Commerce
0.7325465039799565,0.6257217315158047,0.7125662235721077,0.8593515568519567,0.6168222209449228,0.7428725057695327,0.44762322496882434,0.5396331143700226,0.7997250556726585,Arts
0.7331805028299008,0.8712248572727397,0.9693960514400233,0.3589205997769393,0.31507231313614104,0.5067406895628438,0.6359255508751605,0.4940213339646502,0.5804587333198843,Arts
0.568965628976379,0.9303428743016988,0.3315080524331464,0.4450459601942918,0.6396624323592295,0.3034040550027247,0.9240177391156481,0.8318342578245752,0.6015532140907083,Commerce
0.6623864487837392,0.4748357379872532,0.6207321981101909,0.8915914102537736,0.9039856288446504,0.40644740237933913,0.6526782680400087,0.977877566216163,0.756453462707526,Arts
0.5694757912750984,0.40803379516097815,0.8715829169782212,0.4288106616860957,0.429458787359423,0.6042392188436689,0.45002457795883827,0.49567088244145296,0.9331685412999025,Arts
0.6691451408895883,0.6139653416607078,0.4065165714871273,0.9869535095209299,0.34222527991597196,0.5908522963578069,0.33894385212304334,0.5279602141840474,0.7611664963682496,Arts
0.5810143180101576,0.7404930463476835,0.4154015305404904,0.587148377142299,0.8191580481846295,0.6354792426490619,0.5735223109869251,0.6507530518071842,0.633705403486504,PCM
0.7550266918255985,0.5000956152882478,0.8704278619505337,0.8945565982380139,0.4305088729792863,0.8464597536124654,0.7075826787694162,0.4725592297411827,0.6084997449602436,PCB
0.7484287500718069,0.9402109005832933,0.8329562921610689,0.4721190574710582,0.5498035007715527,0.448262357591142,0.8632349552216929,0.7675008559533147,0.5377142443182278,PCB
0.6501267544445968,0.7279197488694893,0.67133686087316,0.551123653591141,0.3020269901757172,0.33915315675306035,0.35562716273198003,0.4067788053899971,0.39444879609449246,Arts
0.5293215161937744,0.30239941387291464,0.752970142996032,0.5325949917123765,0.8968283999718221,0.9429515225523699,0.7112461034853255,0.9970613777628041,0.5819695858528167,PCB
0.40886601129974903,0.3065940311954923,0.4617675043639402,0.45823649833981456,0.716830429858947,0.7338874110736766,0.46071423442083875,0.9023066972447342,0.8166921460965748,Arts
0.5655678854533392,0.4129828595348447,0.45253994604763353,0.8311808507775396,0.5763848390597923,0.7120119163944619,0.35316082516881614,0.46233086541000995,0.47012520102319266,Arts
0.5775218496533666,0.6008241004292116,0.31233214177928564,0.8194093067516026,0.4155626186610335,0.934695762591931,0.7345008124350165,0.4233931627182261,0.6224297533284997,Arts
0.7622342959536431,0.3915879890734239,0.9770982467577343,0.918016652029771,0.5881100661107287,0.5168961763925586,0.6538796056686113,0.6113179013027744,0.7889561406854761,Arts
